Phone,VMailMessage,DayMins,EveMins,NightMins,IntlMins,CustServCalls,DayCalls,EveCalls,NightCalls,IntlCalls,AccountLength,IntlPlan
334-4354,0,213.2,120.7,244.4,7.5,1,79,116,102,4,121,0
398-5970,0,269.6,171.7,219,8.2,1,121,91,98,6,55,1
330-3429,0,116.7,213.8,214.3,9.7,2,92,112,112,6,183,0
418-4637,0,263.4,235.5,102,13,0,101,117,146,4,104,0
393-7322,0,140.2,213.9,120,7.1,1,97,102,126,2,90,0
353-5557,0,197.7,127.6,142.1,13.5,1,101,83,103,3,82,0
411-5334,0,136.2,220.9,196.9,13.3,3,92,110,116,7,101,0
398-8588,16,88.5,178.8,228.7,11.5,2,87,108,96,3,9,0
374-7285,0,215.3,242.4,279.8,12.1,0,58,91,105,9,97,0
379-7215,0,269.2,193.8,257.6,8.9,3,104,144,61,2,94,0
357-7875,25,203.8,267.1,225.1,7.3,0,118,48,105,5,127,0
393-9677,34,268.4,222.2,117.6,10.3,0,112,108,102,3,125,0
345-9598,0,159.1,269.8,220.4,10.3,1,104,106,116,4,140,0
353-3203,0,114.4,127.7,253.1,10.1,2,122,154,109,5,90,0
330-7486,0,138.9,208.9,232.4,9.2,2,65,109,82,3,67,0
397-6425,0,186,237.4,148.1,12.2,1,55,105,83,6,113,0
338-1815,26,170.4,254.5,219.6,15.1,0,91,90,122,5,121,0
406-5023,0,164.5,230.9,149.9,9.9,4,95,87,91,3,93,0
368-2458,0,168.6,168.6,95.3,12.3,1,121,94,59,4,121,0
400-8375,0,261.2,250.8,176,9.8,0,119,105,112,2,53,0
387-8201,0,190.5,178.4,162.4,13.1,1,91,75,113,5,75,0
346-4360,0,181.1,314.4,246.7,4.2,2,121,109,81,9,132,0
412-8811,0,177.1,114.7,153.6,6.5,3,131,122,88,6,162,0
413-3990,0,160.5,240.5,233.5,11.3,1,114,103,121,4,140,0
345-2448,0,134.7,295.3,195.5,6.6,2,116,98,121,5,91,0
394-4512,28,198.2,139.1,199.1,8.8,2,107,123,139,1,73,0
400-8538,0,228.9,255.7,208,10.1,4,134,71,120,2,95,1
412-8769,0,241.7,135.8,277.6,13.1,0,137,100,123,3,145,0
390-1552,0,131.1,176.2,89.7,4.3,1,108,81,81,4,100,0
389-2477,0,234.1,200.2,237.4,13.1,2,101,121,89,9,122,0
389-4695,0,200.1,300.9,236,11.9,0,72,120,68,5,109,0
406-8037,0,154,94.4,287.6,10.1,1,107,114,95,7,82,0
382-9138,23,224.2,189.6,222.8,9.8,0,106,100,75,4,65,0
414-7942,0,148.3,181.6,155.6,8.3,3,83,79,104,6,52,0
348-7071,24,174.6,176.6,214.4,8.8,2,76,114,91,5,136,0
404-2942,0,138.5,153.2,215.6,11.1,1,110,86,103,7,75,0
348-3581,0,109,265.8,228.3,12.6,1,69,98,80,2,146,0
327-6764,0,162.3,212.5,214.7,11.1,4,99,95,114,8,105,0
405-2831,0,210.8,189.6,157.6,16.4,2,84,98,99,3,48,0
416-4351,0,142.4,318.7,224.1,11.1,1,107,78,108,7,45,0
419-3196,37,223.5,235.1,140.1,10.6,2,104,99,90,5,106,0
411-6211,0,182.5,232.1,149.2,7.5,2,65,96,82,2,33,0
391-8369,0,219.6,141.1,205.7,10.8,2,97,144,101,4,68,0
416-4464,0,193.6,238.2,176.4,12.9,0,66,82,107,3,106,0
347-1814,0,192.4,156.9,175.8,11,0,111,87,82,6,141,0
386-7337,0,236.2,189.4,153.6,13.3,0,122,110,104,4,98,0
375-8505,28,233.2,113.3,118,16.1,0,88,102,71,4,94,0
407-5056,0,158.8,188.5,189.3,9.8,2,53,132,87,4,65,0
367-8924,0,126.1,274.7,184.4,9.8,1,112,126,95,4,85,0
419-5171,0,290.4,253.9,263.3,10.1,3,108,92,126,5,71,0
396-7687,30,60.6,165.9,132.8,13.3,0,113,96,99,7,112,0
394-4548,0,148.4,193.8,206,6.9,0,95,98,106,6,110,0
382-6438,0,246.5,216.3,179.6,12.7,2,108,89,99,3,111,0
413-2194,0,298.1,201.3,214.7,9.7,2,112,100,88,4,74,0
366-2622,0,119.3,185.1,157,10.9,2,82,111,74,4,105,0
416-7591,0,242.5,232.9,154,9.6,0,82,97,86,7,40,0
355-2634,18,222.1,160.6,218.8,13.6,0,89,109,102,2,128,1
422-5350,0,236.2,273.9,227,10.1,2,135,88,77,6,123,0
329-2388,0,144.2,212.2,169.3,9.5,0,87,74,87,4,122,0
381-5273,19,154.6,241.6,160,12.6,3,100,109,112,1,114,0
421-6694,25,137.4,176.7,188.2,10.2,2,100,83,93,6,102,0
342-1702,0,103.7,127,329.3,14.4,0,93,107,66,1,126,0
381-4029,0,136.6,209.4,161.1,12.2,4,112,81,78,2,150,0
335-2967,0,289.8,255.6,242.8,11.7,2,101,115,76,4,60,0
416-6594,0,260.9,168.5,178.3,13.3,3,85,103,91,5,123,0
388-6026,0,196.2,176.5,232.4,15.2,0,129,86,108,1,138,1
367-1024,0,195.6,126.4,148.6,14.2,1,71,74,87,4,29,0
386-7118,0,222.2,162.5,184.9,11.9,4,96,111,120,7,111,0
346-2020,0,172.9,183,226.4,9.8,0,119,86,100,1,37,1
329-9067,0,249.8,242.4,231.8,11.6,0,109,106,78,4,111,0
329-6144,0,154.5,216.2,229.8,13.7,1,84,91,82,3,81,0
332-1502,0,90.4,276.2,146.5,12.7,1,108,77,111,2,46,0
342-8320,27,268.8,246.6,271.9,16.4,0,78,89,102,3,69,0
411-5748,0,106.1,157.6,192.5,8.1,1,95,113,69,3,125,0
381-9367,0,27,160.9,279.5,10.7,3,117,97,96,3,43,0
400-1280,27,140.1,223.4,257.9,3.8,1,59,111,73,10,127,0
360-5794,0,245,180.4,262.9,9.7,1,112,91,105,6,94,0
373-3538,0,196.7,205.9,216.6,11.2,3,85,74,112,5,46,0
394-9942,26,131.2,106.5,221.7,10.2,2,98,97,96,6,73,0
380-3329,23,149.6,239.8,293.5,7.4,2,96,124,135,4,146,0
334-7618,0,239.8,251.8,168.6,10.9,1,70,99,112,10,93,0
327-9289,31,142.1,193,253.4,11,1,77,97,88,4,52,0
351-2589,0,115.4,178.7,185.7,6,3,137,70,113,3,202,0
368-6892,31,193,224.8,197.6,10.3,2,99,87,91,8,129,0
337-9303,0,206.1,224.6,256.7,13,1,49,115,74,1,94,0
377-5258,0,160.3,221.3,150.4,11.2,0,138,92,120,2,100,0
348-5767,0,199.9,288.4,180.6,11.3,1,108,80,103,7,43,0
373-3549,0,213.1,206.2,163.4,8.9,0,105,108,93,3,130,0
422-8344,0,178.3,235,239.7,10.9,3,102,120,119,1,124,0
411-2958,0,252.3,207,284.6,12,3,120,112,95,5,92,1
384-2908,0,197.7,136.7,244.4,13.2,4,64,126,81,5,48,0
347-6393,29,111.1,217.9,248.1,6.6,2,105,101,108,3,98,0
385-7148,0,96.5,210.2,146.4,12.5,1,86,133,106,3,100,0
419-2767,0,156.9,122.2,189.1,11.3,3,109,87,103,5,79,0
375-1746,0,123.3,170,165.9,12.7,1,78,85,78,2,164,0
362-7870,0,193.7,183.2,293.7,10.8,1,108,124,72,5,105,0
410-3725,0,206.9,167.7,155.7,10.9,0,134,105,86,4,89,1
387-1535,0,249.8,261.9,166.8,12.7,3,96,92,108,4,126,0
329-2045,0,144,224.7,227.7,10,1,102,73,91,7,96,0
341-6743,33,299.5,163.4,146.7,11.6,0,83,84,88,5,120,0
336-8343,0,226,304.6,181.2,12.6,2,127,83,132,4,212,0
368-5758,0,137.6,143.5,273.7,9.6,2,106,94,110,6,72,0
346-8362,26,211.7,139.2,146.7,11.1,1,121,123,89,3,155,1
345-9690,0,89.7,179.8,145.7,9.5,2,80,81,120,4,89,0
339-9798,0,197.6,246.5,285.3,12.5,2,126,112,104,8,126,1
359-5731,0,270,256.6,168.5,12,2,102,111,104,5,172,0
373-2091,0,224.7,192,212.2,11.3,3,116,79,98,11,75,0
367-3439,0,194.3,123.6,229.5,10.2,2,99,133,99,2,143,0
367-1681,0,47.7,264.4,235.2,13.2,0,89,95,97,3,166,1
420-9973,0,190.1,182.2,279.8,13,1,105,116,105,2,132,0
351-4025,0,89.5,339.9,172.9,7.9,1,94,106,76,1,94,1
393-5897,0,182.6,154.5,196,12.1,0,83,111,57,5,99,0
384-7216,35,205.5,298.5,214.2,6.9,1,86,119,104,4,136,0
384-4595,0,231.5,266.9,211,7.4,1,82,97,118,10,119,0
329-9667,0,251.3,252.5,118.3,9.9,3,69,96,112,1,115,1
347-5063,0,171.2,243.5,178.2,13,2,103,121,92,3,160,0
345-8433,0,197.9,251,138.3,11.2,2,89,113,85,2,166,0
339-7602,0,134.8,204.1,238.4,6.7,1,94,106,109,8,120,0
332-1109,0,191.4,168.5,109.3,10.3,1,114,138,99,3,173,0
343-3296,0,174.5,197.4,238.5,10.6,0,65,116,86,2,156,0
366-2536,0,177.4,226.2,254.1,10.9,0,125,104,72,4,70,0
355-2293,0,182.1,211.5,207.4,6.8,1,89,104,124,1,41,0
350-9318,0,222.4,165.4,208.4,11.2,0,85,76,97,4,132,0
418-5300,0,47.8,178.9,152.6,13.3,0,120,123,96,7,47,1
395-2626,0,121.8,89.3,150.7,10.3,1,97,97,92,5,160,0
402-7372,0,143.5,189.3,174.9,8.8,3,121,111,82,5,180,0
337-9710,0,164.9,210.4,229.4,7.8,2,68,86,104,4,93,0
363-4967,0,193.6,148.7,282.5,13.1,2,58,115,105,1,109,0
400-5389,0,101.1,263.2,137.7,7.3,0,121,110,74,5,80,0
416-9162,24,92.3,193.1,99.3,11.6,2,88,98,119,3,54,0
414-6541,0,168.9,123.9,266.3,2.9,2,128,99,105,7,121,0
392-6647,29,219.2,206,192.4,15,1,102,109,117,5,157,0
343-2465,37,178.1,242.8,243,13,0,130,103,93,4,170,0
338-9171,0,146.5,284.5,176,14,3,101,142,98,6,138,0
405-4606,31,172.3,266.2,228.2,11.8,1,116,91,90,5,92,0
386-9711,0,190.9,149.7,191.4,13,1,143,72,87,3,126,0
327-8495,0,232.1,327.1,226.5,10.9,3,74,88,119,2,41,0
416-5660,0,169.2,173.3,216.5,12.4,4,124,108,64,4,167,0
370-3032,0,123.8,319,237.6,7.3,2,107,125,78,4,91,0
331-8462,0,96,177,162.2,9.7,3,117,68,127,4,127,0
414-4037,27,93.4,252,189,10.9,1,106,92,104,1,88,0
415-2865,0,90.6,170.6,137.4,5.4,1,130,100,74,9,113,0
362-2353,0,152.9,256.6,173.6,5.3,2,81,82,112,6,78,0
329-5114,0,257.9,211.6,189.3,9.4,2,92,71,104,2,123,0
351-1389,29,85.2,230.4,243.6,9,2,98,85,104,3,136,1
375-3668,34,160,184.5,208.3,6.1,1,72,119,101,10,68,0
375-5414,10,182.9,292.4,142.3,11.5,0,54,68,116,4,132,0
360-7079,0,216.2,222.2,192,3.1,2,67,133,95,1,133,0
344-9302,0,261.7,181.8,100.9,3.3,0,105,107,131,5,127,0
418-1775,0,241.2,174.3,245.3,8.5,2,105,85,59,4,110,0
401-2468,0,177.2,123.5,213.2,8.4,1,142,88,51,6,121,0
346-4984,0,89.5,180.8,193.1,14,2,128,137,94,3,116,0
351-2928,16,200.3,197.8,151.1,10.4,1,72,91,92,3,112,1
365-7774,0,145,294.3,239.8,11,4,103,93,120,2,97,1
358-3691,0,159.5,119.7,173.9,6.8,2,99,149,126,3,43,0
364-9059,0,151.8,138,233.5,11.2,3,106,126,112,8,110,0
356-7208,0,176.2,236,152.5,10.6,1,120,138,104,4,67,0
333-5551,0,152.1,121,198,9.8,0,95,105,126,5,166,0
362-6528,0,161.3,220.6,224.7,9.6,1,122,95,104,3,129,0
394-2560,0,171.7,144.5,157.9,6.8,3,78,86,106,3,103,1
367-3220,0,278.9,190.2,255.2,11.7,0,110,67,84,7,71,0
418-5708,27,213,226.2,189.8,11.1,4,121,101,99,3,112,0
421-2245,36,242.9,170.9,177.3,4.8,1,67,59,130,12,8,0
406-2242,0,217.2,303.4,197.1,12.4,0,121,73,71,2,98,0
347-6994,0,175.9,285.2,150.8,13,1,111,115,122,7,90,0
413-7468,0,303.2,170.5,227.6,11.5,0,133,86,80,3,13,0
389-6082,0,238.9,187.2,181.1,11.8,2,107,88,84,3,58,0
415-3689,22,189.6,179,179.6,11.4,2,42,137,126,5,137,0
379-2503,0,133.3,247.8,219,11.3,5,94,126,78,5,116,0
396-1106,28,92.7,127.8,225.6,9.9,3,107,86,86,4,94,0
379-4372,0,177.2,248.9,200.8,8.6,3,72,105,87,7,87,0
336-3738,0,184.5,209,169.7,10.2,2,103,86,70,6,120,0
380-2600,24,176.1,159.4,269.1,12.1,0,109,81,94,9,97,0
345-4473,0,204.7,143.1,165.8,11,6,108,105,84,4,134,0
380-9990,0,143.6,134.3,215.6,15.5,2,80,65,84,5,68,0
411-1045,0,179.3,188.8,253.2,12.1,1,93,65,88,5,93,0
413-5306,0,137.3,212.2,152.7,10.5,1,100,129,92,2,120,0
417-6906,0,237.8,223.5,217.4,10.2,2,92,155,90,6,41,0
331-4807,0,203.7,216.4,154.2,7.6,2,92,97,66,5,80,0
376-5375,25,191.3,250.7,249.4,17.6,2,95,136,86,5,83,0
361-9839,0,209.1,205,119.4,7.8,2,141,93,111,3,109,1
348-8679,33,88.8,109.6,172.7,7.1,3,104,94,107,9,66,0
403-6565,0,97.2,155.6,261.6,12.4,0,88,85,105,5,104,0
346-5287,0,137.9,192.6,255.7,11,1,96,63,125,5,89,0
413-6769,0,224.3,185.7,159.4,10,2,112,103,83,1,127,0
370-5042,13,207.6,152.7,232.8,9.7,1,65,77,95,3,117,0
397-9486,0,268.1,120.5,220.8,14.4,2,95,126,121,6,128,0
364-3286,0,166.7,179.3,242.7,6.8,4,61,88,131,7,88,0
420-8897,0,267.1,180.4,230.6,17.3,1,104,131,106,4,61,0
378-9506,0,181.8,198.6,206.6,9.3,2,108,148,96,3,22,0
399-6259,0,147.1,199.7,160.7,13.7,0,80,100,106,7,78,0
335-5806,29,37.7,144.1,226.6,4.9,1,115,111,101,3,56,0
401-6392,0,185,224.9,212.4,11.4,2,88,98,105,3,192,0
379-9859,0,156.4,171,196.1,8.6,2,108,116,96,4,70,0
415-4051,0,239.3,195.7,232.6,10.9,1,84,85,104,3,148,0
368-5612,29,215.5,161.9,128.3,8.8,2,129,77,91,5,65,0
374-5301,0,134.9,211.5,188.5,11.3,1,70,74,105,6,119,0
406-5710,0,194.8,209.9,194.1,12.8,0,116,93,100,3,80,0
354-7077,20,239.1,209.1,268.2,13.3,5,105,111,130,3,152,0
343-3340,0,92.6,177.6,159.8,14.4,3,85,92,72,4,113,0
377-8267,0,209.4,211.5,291.2,7.2,1,133,121,123,4,75,0
382-2453,0,197.6,164.5,94,6.4,1,83,86,98,6,80,0
333-7449,0,17.6,161.7,203.1,10.6,1,121,125,82,6,148,0
366-4287,0,62.9,202.9,259,8.9,1,112,111,58,8,63,1
415-2285,28,202.3,69.2,257.6,6.7,1,97,84,64,3,97,0
381-1328,0,136.1,181.4,131.4,11.3,0,116,93,108,4,166,0
344-4022,0,207,167.4,238.2,2.6,1,109,80,117,6,94,0
415-6601,33,207.9,233.5,221.3,13.5,1,95,88,92,3,85,0
351-7309,0,276.5,195.6,210.3,7.2,1,122,79,78,3,80,1
363-7802,31,313.8,147.7,192.7,10.1,3,87,103,97,7,210,0
408-4870,25,288.5,203.4,228.4,13,1,114,74,117,5,88,1
378-9478,0,210.9,329.3,127.1,9.4,4,85,69,78,5,100,0
401-4778,35,64.9,184.1,151.6,14.6,1,76,91,75,1,154,0
370-9563,26,243.5,236.8,173.3,9,1,137,108,149,9,32,0
394-6382,0,197,203.7,202,8.7,3,97,107,105,3,18,0
333-5295,31,278,253.2,223.2,8.7,0,88,65,114,4,126,0
370-2451,37,219.9,222.1,118.5,10,1,102,77,111,4,144,0
401-6982,0,313.2,216.3,218.4,12.8,2,103,151,106,4,29,0
329-8115,16,145.7,191,215.5,11.3,0,88,129,82,7,86,0
340-3409,37,75.8,173.6,162.6,8.2,0,102,147,96,13,138,0
397-5911,0,195.9,228.6,303.5,12.2,3,86,82,94,4,146,0
415-6127,0,132,231.2,313.4,8.7,1,95,74,108,10,175,0
392-6073,0,124,262.1,268.2,11.7,2,102,101,98,2,74,0
419-6564,0,171.9,159,139.5,7.6,2,98,127,101,3,48,0
340-8245,31,249.4,209.5,180.6,9.9,4,70,59,75,2,74,0
376-4540,0,228.4,145.1,245.3,7.7,0,100,108,140,7,105,1
361-5936,0,168.6,205.1,175.8,5.9,3,71,48,88,2,157,0
421-9846,0,123.7,248.5,269.6,13.3,0,138,105,78,4,217,0
356-1582,0,178.7,252.3,255.7,8.4,1,61,84,76,4,68,0
375-4900,0,113.2,185.5,237.3,9.5,1,86,97,145,5,80,0
420-8953,25,142.4,313.7,126.6,13.4,2,106,109,117,6,38,0
376-4035,38,204.2,205.9,286.5,8.3,0,57,92,80,4,107,0
344-5206,0,149.7,212.5,245.9,12.6,3,71,97,67,4,140,0
328-7833,0,227.1,120.5,117,4.7,5,116,103,102,4,98,0
417-4266,0,155.3,169.9,207,12.6,2,75,87,133,5,114,0
351-6574,0,156.4,185.5,226.7,11.8,1,105,98,96,3,46,0
372-8925,42,148.7,167.3,270.6,10.4,0,105,105,105,7,118,0
340-5678,0,271.7,155.1,199.5,6.6,3,112,96,97,4,37,0
361-6814,0,193.7,126.9,221.2,8.8,0,74,84,166,4,34,0
336-7155,23,245.5,292.7,184,10.8,1,54,83,90,7,98,1
342-8167,0,245.3,259.9,204.3,10.7,3,108,140,115,2,113,0
375-9180,0,196.1,236.8,182.3,11.9,0,87,66,75,1,69,0
357-7064,0,134.1,195.1,159.6,10.5,2,112,104,139,2,121,0
347-5354,31,225,191.3,226.7,9.1,1,78,79,79,3,59,1
362-9391,0,189.7,115.9,220.6,7.4,0,100,133,115,4,59,0
386-8984,0,142.9,177.9,113.3,6.6,0,96,96,117,4,190,0
384-6372,0,175.6,238,198.4,10.2,1,80,94,103,6,109,0
358-1329,0,92.4,219,212.6,12.9,2,109,115,80,4,136,0
400-7987,0,92.8,159.6,148.7,8.8,1,92,87,115,5,86,0
327-8732,27,221.7,236.1,192.7,8,0,100,70,91,4,100,0
389-6955,0,159.6,276.8,223.5,8.8,0,94,118,65,3,106,0
396-1800,0,144.5,180.5,226,17,2,107,85,94,6,104,0
349-4979,0,159.1,202.5,233.1,11.5,2,100,90,96,6,129,0
361-5864,0,49.9,150.7,188.2,10.1,2,123,81,67,4,205,0
418-4658,32,116.9,232.4,127.7,11,0,120,97,112,9,93,0
330-6208,0,150,89.8,326,11.1,3,98,95,91,3,123,0
416-6628,0,254.4,159.3,264.4,6,1,120,92,94,5,99,0
349-5617,33,270.7,200.7,201.7,10.9,3,53,116,102,3,61,0
397-8051,0,207,173.8,178.4,12.1,1,112,96,61,3,71,0
413-6346,0,145.3,303.8,206.1,8.9,0,89,93,82,4,4,1
395-9270,25,230.7,233.8,215.8,13.5,3,102,109,90,2,148,0
401-7575,0,151.5,242.2,304.2,10.8,1,104,114,109,2,141,0
332-5964,0,146.1,196.2,310.1,9.2,0,57,97,110,3,56,0
348-3338,0,256,187.4,119.1,11.5,3,111,61,81,4,160,0
387-5411,35,200.2,244.4,207.2,11.6,3,105,88,97,4,43,0
378-7872,0,150.7,246.7,103.8,7,2,52,96,118,4,42,0
389-6037,0,186,66,213.1,12.9,1,107,94,105,4,135,1
349-3732,0,212.9,187,128.1,6.3,3,110,69,71,3,106,0
347-9738,0,194.8,213.4,190.8,11.5,0,133,73,92,7,106,0
380-6074,30,272.5,253,180.8,8.7,3,105,83,123,6,83,0
338-4307,0,135.1,205.2,166.3,11.7,1,109,99,119,4,110,0
339-3636,0,154.6,263,367.7,15.5,1,56,84,89,2,153,0
328-9315,35,230.5,265.8,269.7,10.6,5,116,130,69,6,109,0
402-3634,0,165.4,203.7,201.7,8.2,1,84,107,65,1,31,0
348-4316,0,143.3,230.7,214.3,7.8,4,120,111,91,2,124,0
375-3826,0,271.1,237,239.9,9.8,2,108,122,122,5,110,0
360-1406,0,253.5,117.9,248.5,14,0,104,123,104,2,124,0
356-5475,0,167.1,131.8,187.4,9.4,6,77,79,98,1,82,0
363-9969,0,168.3,87.6,247.2,8.4,1,96,91,87,6,122,0
350-4367,0,104.7,249.8,192.3,8.9,1,115,144,99,2,137,0
348-1592,0,135.4,238.1,195.6,10.6,1,101,124,102,2,69,0
368-9751,34,191.4,361.8,147.5,7.2,1,102,96,132,2,46,0
380-6413,0,158.7,198.4,181.1,10.5,1,90,117,76,4,103,0
367-9259,0,144.8,164.9,231.5,8.2,2,84,141,75,4,16,0
404-8765,0,98.8,146.9,190.7,10,3,97,68,105,4,119,0
371-6284,0,157.8,203.2,168.7,10,3,71,114,82,2,124,1
403-9468,37,163,312.8,200,11.6,1,107,118,85,5,122,0
335-3133,0,181.6,335.7,149.8,8.3,4,119,118,64,6,139,0
366-4426,0,129,188,235,11.2,2,78,116,102,3,67,0
354-4752,0,86,260.7,98.6,8.9,1,83,86,109,4,84,0
406-4768,17,193.9,189.8,196.3,12.6,0,71,81,97,7,101,0
367-9257,0,109.4,244.7,276.9,7.1,0,107,102,123,7,40,0
342-8348,0,188.9,153.6,213.3,10.2,2,105,116,106,2,61,0
410-7611,0,179.9,170,190.6,13.8,1,72,98,89,2,120,1
341-3270,0,183.4,281.3,105.2,8.2,1,98,95,113,8,95,0
416-7452,0,288.1,137.9,206.5,0,0,101,93,88,0,98,0
356-8982,0,169.2,149.9,196.9,4.6,2,96,83,119,4,114,0
340-6908,29,195.5,171.6,204,13.5,1,113,96,85,9,68,1
348-6659,20,264.4,219.6,200.4,11.3,2,102,123,89,3,149,0
345-2401,0,207.7,210.6,238.2,9.6,0,116,99,88,5,22,0
422-5264,0,169.5,112.9,56.6,8.7,0,151,84,99,4,176,0
422-1799,0,141.5,263,207.1,3.4,2,102,94,113,4,152,0
404-2877,0,154.8,244,159.6,12.8,0,71,73,81,4,118,0
417-7913,0,133.5,219.6,210,11.7,1,51,96,74,4,101,1
399-2457,0,273.2,211.1,203.7,13.1,2,85,82,129,7,102,0
419-3427,0,224.6,225.9,269,12.5,2,94,120,105,8,118,0
358-2490,0,273.8,289.7,269.1,5.8,2,97,106,126,3,105,0
349-3112,0,159.5,275.5,176.7,10.1,1,103,90,126,2,153,0
414-5422,0,104,197,110.1,14.6,0,92,125,123,8,71,0
386-3766,31,115.4,217.4,239.9,13.1,1,90,78,102,4,71,0
386-9724,0,222.1,199.4,162.4,9.4,2,107,102,107,3,68,0
416-7393,0,116.4,95.6,181.5,10.5,3,98,74,94,3,66,0
395-1380,0,217.7,231.7,185.3,0,3,118,128,128,0,101,0
408-4911,0,129.4,157.3,215.5,13.3,0,84,89,77,3,116,0
387-4064,33,161.8,273,153.9,13.7,0,73,58,76,4,54,0
380-5667,29,198.8,238.6,289.5,11.5,1,122,114,69,5,112,0
402-8930,45,147.8,147.4,203.5,14,1,85,93,110,5,122,0
336-6533,0,262.3,198.9,165.9,6.6,3,114,96,90,5,74,0
359-9992,0,246.4,160.3,170.9,7.6,1,83,88,99,7,90,0
391-1737,0,174.3,140.2,215.4,9,4,123,124,89,6,112,0
404-2871,0,183.4,168.8,199.7,9.9,4,111,98,97,4,85,0
420-6121,0,191.9,200.9,271.9,18.2,1,95,101,74,3,100,0
369-4012,0,187.8,154.6,213.9,10.1,2,109,97,102,3,114,0
357-2294,0,259.7,152.7,224.7,10.2,0,106,116,92,2,83,0
348-9938,0,180.4,194,227.3,8.4,0,123,98,88,5,157,1
394-3023,0,51.8,230.2,227.5,10.4,2,107,104,118,4,51,0
352-5466,0,303.9,232.2,147.1,5.8,1,106,54,76,3,42,0
364-5510,36,123.7,172.6,280.5,8.8,1,125,106,127,4,101,0
396-6462,0,206.2,164.5,140.3,12.6,3,122,94,101,7,112,0
384-5335,0,164.3,233.7,187.3,11.8,2,92,107,104,1,56,0
416-6886,0,228.6,132.8,227.2,10.1,9,117,123,124,2,53,0
357-2748,22,200.4,131.1,230.7,7.6,1,80,84,67,5,64,0
386-7976,0,154.3,183,54,10.9,0,107,111,134,8,123,0
403-9199,30,122.9,233.5,199.5,9.6,2,93,91,144,2,68,0
361-1900,0,220.8,265.7,212.8,6.4,0,100,106,94,3,40,1
405-3848,0,214.6,251.7,240.8,13.9,0,78,98,88,2,132,0
344-1136,0,202,184.3,176,7.4,2,123,78,89,2,120,1
378-6276,32,209.5,109.6,189.7,9.1,6,108,64,145,6,108,0
343-2592,0,297.9,238.1,240.5,8.9,1,141,107,93,5,161,0
396-4410,0,212.8,189.8,170.1,10.6,0,102,137,105,4,130,0
397-3943,0,145.6,284.7,228.2,12.2,0,102,111,91,5,122,0
347-3821,19,152.9,213.2,205.3,10.8,2,87,99,114,6,130,0
400-8069,0,125.4,269.1,238.6,11,1,158,83,103,7,90,0
346-5349,25,138.3,80.6,163.7,8.3,0,96,79,83,8,139,0
345-5089,0,189.3,174.9,221.9,11.2,3,157,70,117,5,57,0
410-4613,0,199.3,194.8,298.2,14.3,4,86,102,82,2,128,0
356-4706,0,247.5,108.5,232,10.6,2,99,118,72,3,127,1
347-3406,0,294.9,192.8,148.1,13.2,1,71,78,87,5,107,0
333-9133,0,175.4,155.3,179.4,11.5,1,99,83,86,3,177,0
392-2459,0,179.4,143,116.3,11.2,1,70,93,113,5,121,0
401-3685,39,126.8,293.6,174.1,8.4,0,94,115,91,4,99,1
352-7752,0,239.7,281.7,183.5,11.4,1,87,92,113,1,126,1
388-9285,33,143,212.2,104.9,15.3,5,101,102,120,4,77,0
332-5582,0,91.9,198.4,171.7,13,2,109,111,125,7,21,0
376-2550,0,210.4,176.6,149.7,15.5,1,80,96,56,4,56,0
333-4594,29,201.3,203.7,129.9,6.4,1,130,115,113,6,92,0
375-2522,0,145.6,287.9,181.7,9.2,2,59,131,121,4,81,0
388-2240,31,203.5,200.3,214,13.4,1,82,72,112,6,139,1
420-1782,0,232.4,153.3,214.6,10.5,1,76,103,107,2,68,0
384-8890,8,86.5,285.2,180.4,8.7,2,119,97,133,2,183,0
371-4788,0,109.9,220.8,104,10.9,0,102,114,133,6,90,0
360-5636,0,156,276.1,175.9,9.3,1,88,81,94,5,165,0
373-4264,0,326.3,165.1,162.9,7.5,1,112,110,97,1,89,0
352-9836,0,195,198.5,304.3,14.8,0,58,88,110,9,59,0
342-2013,0,110,147.3,190.5,6.4,0,91,75,73,7,16,1
354-5689,0,147.1,161,275.9,9,5,119,111,106,3,114,0
335-8427,0,156,256.8,175.3,11.9,2,141,72,123,5,113,0
409-6753,0,98.2,186.7,146.7,9.3,2,99,85,96,4,120,0
349-1756,0,210.6,153.1,262.2,11,0,120,84,79,5,115,0
328-8980,0,239.9,261.6,207.1,8.9,2,120,88,88,4,37,0
399-2151,0,159.9,179.9,154.4,11.6,2,94,95,102,2,100,1
379-9524,0,197.8,133.9,177.3,10.9,4,66,119,94,3,132,0
352-9947,36,115.4,166.2,184.7,15.2,2,98,83,79,6,38,0
336-1043,0,123.8,236.2,73.2,3.7,0,113,77,81,2,1,0
416-7013,15,117.6,196.3,157.4,6.4,1,97,126,113,3,97,0
345-4551,28,105.3,197.4,187.5,8.6,2,82,109,91,6,55,0
405-9864,0,111.7,237.3,253.5,13.1,1,121,119,110,6,75,0
350-4297,0,159.3,202.3,229,9.5,2,104,98,73,3,83,0
350-7114,0,81.7,210.2,212,11.3,6,123,108,64,3,40,0
400-4244,21,238,209.6,233,10,2,88,84,95,5,101,0
417-2608,40,128.1,247.7,199.7,15.6,0,99,78,121,3,120,0
372-2990,31,171.2,193.6,196.5,10.2,1,104,74,85,4,183,0
353-9998,0,109,259.3,182.1,13.3,4,88,120,119,3,75,0
330-3008,0,220,207.7,168.4,12.1,2,114,76,137,3,80,0
